campaign_id,client_id,duration,contact,pdays,previous,poutcome,y,date
10685,10684,256,telephone,999,0,nonexistent,no,2022-06-04
10686,10685,676,telephone,999,0,nonexistent,yes,2022-06-02
10687,10686,170,telephone,999,0,nonexistent,no,2022-06-25
10688,10687,63,telephone,999,0,nonexistent,no,2022-06-26
10689,10688,168,telephone,999,0,nonexistent,no,2022-06-11
10690,10689,133,telephone,999,0,nonexistent,no,2022-06-11
10691,10690,153,telephone,999,0,nonexistent,no,2022-06-17
10692,10691,118,telephone,999,0,nonexistent,no,2022-06-06
10693,10692,117,telephone,999,0,nonexistent,no,2022-06-24
10694,10693,572,telephone,999,0,nonexistent,no,2022-06-30
10695,10694,681,telephone,999,0,nonexistent,no,2022-06-02
10696,10695,59,telephone,999,0,nonexistent,no,2022-06-13
10697,10696,42,telephone,999,0,nonexistent,no,2022-06-07
10698,10697,408,telephone,999,0,nonexistent,no,2022-06-01
10699,10698,127,telephone,999,0,nonexistent,no,2022-06-26
10700,10699,314,telephone,999,0,nonexistent,no,2022-06-26
10701,10700,277,telephone,999,0,nonexistent,no,2022-06-14
10702,10701,140,telephone,999,0,nonexistent,no,2022-06-06
10703,10702,424,telephone,999,0,nonexistent,no,2022-06-18
10704,10703,159,telephone,999,0,nonexistent,no,2022-06-22
10705,10704,775,telephone,999,0,nonexistent,yes,2022-06-01
10706,10705,187,telephone,999,0,nonexistent,no,2022-06-25
10707,10706,102,telephone,999,0,nonexistent,no,2022-06-06
10708,10707,2621,telephone,999,0,nonexistent,yes,2022-06-01
10709,10708,96,telephone,999,0,nonexistent,no,2022-06-08
10710,10709,167,telephone,999,0,nonexistent,no,2022-06-03
10711,10710,200,telephone,999,0,nonexistent,no,2022-06-22
10712,10711,75,telephone,999,0,nonexistent,no,2022-06-17
10713,10712,249,telephone,999,0,nonexistent,no,2022-06-03
10714,10713,85,telephone,999,0,nonexistent,no,2022-06-02
10715,10714,134,telephone,999,0,nonexistent,no,2022-06-28
10716,10715,50,telephone,999,0,nonexistent,no,2022-06-29
10717,10716,173,telephone,999,0,nonexistent,no,2022-06-09
10718,10717,60,telephone,999,0,nonexistent,no,2022-06-28
10719,10718,320,telephone,999,0,nonexistent,no,2022-06-26
10720,10719,854,telephone,999,0,nonexistent,no,2022-06-17
10721,10720,236,telephone,999,0,nonexistent,no,2022-06-22
10722,10721,183,telephone,999,0,nonexistent,no,2022-06-23
10723,10722,185,telephone,999,0,nonexistent,no,2022-06-22
10724,10723,41,telephone,999,0,nonexistent,no,2022-06-09
10725,10724,39,telephone,999,0,nonexistent,no,2022-06-13
10726,10725,138,telephone,999,0,nonexistent,no,2022-06-05
10727,10726,411,telephone,999,0,nonexistent,no,2022-06-26
10728,10727,394,telephone,999,0,nonexistent,no,2022-06-03
10729,10728,209,telephone,999,0,nonexistent,no,2022-06-16
10730,10729,266,telephone,999,0,nonexistent,no,2022-06-22
10731,10730,134,telephone,999,0,nonexistent,no,2022-06-22
10732,10731,311,telephone,999,0,nonexistent,no,2022-06-05
10733,10732,705,telephone,999,0,nonexistent,no,2022-06-08
10734,10733,89,telephone,999,0,nonexistent,no,2022-06-22
10735,10734,93,telephone,999,0,nonexistent,no,2022-06-23
10736,10735,847,telephone,999,0,nonexistent,no,2022-06-14
10737,10736,675,telephone,999,0,nonexistent,no,2022-06-20
10738,10737,273,telephone,999,0,nonexistent,no,2022-06-06
10739,10738,162,telephone,999,0,nonexistent,no,2022-06-22
10740,10739,213,telephone,999,0,nonexistent,no,2022-06-20
10741,10740,641,telephone,999,0,nonexistent,no,2022-06-28
10742,10741,61,telephone,999,0,nonexistent,no,2022-06-24
10743,10742,136,telephone,999,0,nonexistent,no,2022-06-30
10744,10743,187,telephone,999,0,nonexistent,no,2022-06-09
10745,10744,332,telephone,999,0,nonexistent,no,2022-06-21
10746,10745,76,telephone,999,0,nonexistent,no,2022-06-01
10747,10746,406,telephone,999,0,nonexistent,no,2022-06-02
10748,10747,544,telephone,999,0,nonexistent,no,2022-06-10
10749,10748,363,telephone,999,0,nonexistent,no,2022-06-14
10750,10749,756,telephone,999,0,nonexistent,no,2022-06-12
10751,10750,117,telephone,999,0,nonexistent,no,2022-06-01
10752,10751,76,telephone,999,0,nonexistent,no,2022-06-06
10753,10752,271,telephone,999,0,nonexistent,no,2022-06-05
10754,10753,203,telephone,999,0,nonexistent,no,2022-06-06
10755,10754,338,telephone,999,0,nonexistent,no,2022-06-21
10756,10755,70,telephone,999,0,nonexistent,no,2022-06-06
10757,10756,198,telephone,999,0,nonexistent,no,2022-06-05
10758,10757,398,telephone,999,0,nonexistent,no,2022-06-29
10759,10758,956,telephone,999,0,nonexistent,no,2022-06-01
10760,10759,76,telephone,999,0,nonexistent,no,2022-06-26
10761,10760,264,telephone,999,0,nonexistent,no,2022-06-18
10762,10761,979,telephone,999,0,nonexistent,no,2022-06-05
10763,10762,89,telephone,999,0,nonexistent,no,2022-06-14
10764,10763,135,telephone,999,0,nonexistent,no,2022-06-10
10765,10764,420,telephone,999,0,nonexistent,no,2022-06-16
10766,10765,548,telephone,999,0,nonexistent,no,2022-06-06
10767,10766,235,telephone,999,0,nonexistent,no,2022-06-26
10768,10767,87,telephone,999,0,nonexistent,no,2022-06-30
10769,10768,169,telephone,999,0,nonexistent,no,2022-06-29
10770,10769,343,telephone,999,0,nonexistent,no,2022-06-19
10771,10770,88,telephone,999,0,nonexistent,no,2022-06-09
10772,10771,68,telephone,999,0,nonexistent,no,2022-06-08
10773,10772,77,telephone,999,0,nonexistent,no,2022-06-23
10774,10773,116,telephone,999,0,nonexistent,no,2022-06-26
10775,10774,363,telephone,999,0,nonexistent,no,2022-06-03
10776,10775,116,telephone,999,0,nonexistent,no,2022-06-20
10777,10776,311,telephone,999,0,nonexistent,no,2022-06-04
10778,10777,138,telephone,999,0,nonexistent,no,2022-06-09
10779,10778,48,telephone,999,0,nonexistent,no,2022-06-10
10780,10779,390,telephone,999,0,nonexistent,no,2022-06-18
10781,10780,61,telephone,999,0,nonexistent,no,2022-06-14
10782,10781,65,telephone,999,0,nonexistent,no,2022-06-07
10783,10782,637,telephone,999,0,nonexistent,no,2022-06-11
10784,10783,117,telephone,999,0,nonexistent,no,2022-06-15
10785,10784,128,telephone,999,0,nonexistent,no,2022-06-06
10786,10785,130,telephone,999,0,nonexistent,no,2022-06-09
10787,10786,193,telephone,999,0,nonexistent,no,2022-06-06
10788,10787,269,telephone,999,0,nonexistent,no,2022-06-05
10789,10788,150,telephone,999,0,nonexistent,no,2022-06-21
10790,10789,132,telephone,999,0,nonexistent,no,2022-06-16
10791,10790,1208,telephone,999,0,nonexistent,no,2022-06-06
10792,10791,228,telephone,999,0,nonexistent,no,2022-06-13
10793,10792,585,telephone,999,0,nonexistent,no,2022-06-09
10794,10793,334,telephone,999,0,nonexistent,no,2022-06-19
10795,10794,229,telephone,999,0,nonexistent,no,2022-06-30
10796,10795,441,telephone,999,0,nonexistent,no,2022-06-27
10797,10796,60,telephone,999,0,nonexistent,no,2022-06-12
10798,10797,47,telephone,999,0,nonexistent,no,2022-06-29
10799,10798,235,telephone,999,0,nonexistent,no,2022-06-11
10800,10799,270,telephone,999,0,nonexistent,no,2022-06-23
10801,10800,192,telephone,999,0,nonexistent,no,2022-06-11
10802,10801,26,telephone,999,0,nonexistent,no,2022-06-09
10803,10802,89,telephone,999,0,nonexistent,no,2022-06-21
10804,10803,61,telephone,999,0,nonexistent,no,2022-06-09
10805,10804,386,telephone,999,0,nonexistent,no,2022-06-23
10806,10805,54,telephone,999,0,nonexistent,no,2022-06-13
10807,10806,272,telephone,999,0,nonexistent,no,2022-06-11
10808,10807,35,telephone,999,0,nonexistent,no,2022-06-24
10809,10808,284,telephone,999,0,nonexistent,no,2022-06-05
10810,10809,53,telephone,999,0,nonexistent,no,2022-06-16
10811,10810,311,telephone,999,0,nonexistent,no,2022-06-10
10812,10811,245,telephone,999,0,nonexistent,no,2022-06-29
10813,10812,151,telephone,999,0,nonexistent,no,2022-06-12
10814,10813,64,telephone,999,0,nonexistent,no,2022-06-19
10815,10814,205,telephone,999,0,nonexistent,no,2022-06-16
10816,10815,250,telephone,999,0,nonexistent,no,2022-06-04
10817,10816,66,telephone,999,0,nonexistent,no,2022-06-12
10818,10817,137,telephone,999,0,nonexistent,no,2022-06-03
10819,10818,30,telephone,999,0,nonexistent,no,2022-06-14
10820,10819,72,telephone,999,0,nonexistent,no,2022-06-01
10821,10820,284,telephone,999,0,nonexistent,no,2022-06-30
10822,10821,126,telephone,999,0,nonexistent,no,2022-06-01
10823,10822,120,telephone,999,0,nonexistent,no,2022-06-07
10824,10823,48,telephone,999,0,nonexistent,no,2022-06-15
10825,10824,262,telephone,999,0,nonexistent,no,2022-06-07
10826,10825,1062,telephone,999,0,nonexistent,no,2022-06-04
10827,10826,283,telephone,999,0,nonexistent,no,2022-06-14
10828,10827,295,telephone,999,0,nonexistent,no,2022-06-20
10829,10828,203,telephone,999,0,nonexistent,no,2022-06-04
10830,10829,37,telephone,999,0,nonexistent,no,2022-06-14
10831,10830,18,telephone,999,0,nonexistent,no,2022-06-29
10832,10831,18,telephone,999,0,nonexistent,no,2022-06-04
10833,10832,350,telephone,999,0,nonexistent,no,2022-06-21
10834,10833,190,telephone,999,0,nonexistent,no,2022-06-21
10835,10834,54,telephone,999,0,nonexistent,no,2022-06-03
10836,10835,835,telephone,999,0,nonexistent,yes,2022-06-02
10837,10836,421,telephone,999,0,nonexistent,no,2022-06-08
10838,10837,104,telephone,999,0,nonexistent,no,2022-06-25
10839,10838,164,telephone,999,0,nonexistent,no,2022-06-26
10840,10839,89,telephone,999,0,nonexistent,no,2022-06-24
10841,10840,112,telephone,999,0,nonexistent,no,2022-06-29
10842,10841,744,telephone,999,0,nonexistent,no,2022-06-16
10843,10842,503,telephone,999,0,nonexistent,no,2022-06-29
10844,10843,321,telephone,999,0,nonexistent,no,2022-06-21
10845,10844,24,telephone,999,0,nonexistent,no,2022-06-13
10846,10845,102,telephone,999,0,nonexistent,no,2022-06-05
10847,10846,261,telephone,999,0,nonexistent,no,2022-06-14
10848,10847,213,telephone,999,0,nonexistent,no,2022-06-21
10849,10848,371,telephone,999,0,nonexistent,yes,2022-06-22
10850,10849,190,telephone,999,0,nonexistent,no,2022-06-18
10851,10850,114,telephone,999,0,nonexistent,no,2022-06-12
10852,10851,221,telephone,999,0,nonexistent,no,2022-06-13
10853,10852,247,telephone,999,0,nonexistent,no,2022-06-17
10854,10853,680,telephone,999,0,nonexistent,no,2022-06-20
10855,10854,185,telephone,999,0,nonexistent,no,2022-06-20
10856,10855,110,telephone,999,0,nonexistent,no,2022-06-07
10857,10856,172,telephone,999,0,nonexistent,no,2022-06-03
10858,10857,156,telephone,999,0,nonexistent,no,2022-06-16
10859,10858,347,telephone,999,0,nonexistent,no,2022-06-10
10860,10859,394,telephone,999,0,nonexistent,no,2022-06-05
10861,10860,573,telephone,999,0,nonexistent,no,2022-06-05
10862,10861,262,telephone,999,0,nonexistent,no,2022-06-17
10863,10862,37,telephone,999,0,nonexistent,no,2022-06-30
10864,10863,72,telephone,999,0,nonexistent,no,2022-06-12
10865,10864,417,telephone,999,0,nonexistent,no,2022-06-25
10866,10865,1528,telephone,999,0,nonexistent,yes,2022-06-24
10867,10866,154,telephone,999,0,nonexistent,no,2022-06-01
10868,10867,533,telephone,999,0,nonexistent,no,2022-06-04
10869,10868,122,telephone,999,0,nonexistent,no,2022-06-12
10870,10869,23,telephone,999,0,nonexistent,no,2022-06-01
10871,10870,82,telephone,999,0,nonexistent,no,2022-06-21
10872,10871,55,telephone,999,0,nonexistent,no,2022-06-01
10873,10872,67,telephone,999,0,nonexistent,no,2022-06-07
10874,10873,83,telephone,999,0,nonexistent,no,2022-06-13
10875,10874,311,telephone,999,0,nonexistent,no,2022-06-05
10876,10875,113,telephone,999,0,nonexistent,no,2022-06-27
10877,10876,59,telephone,999,0,nonexistent,no,2022-06-12
10878,10877,551,telephone,999,0,nonexistent,no,2022-06-04
10879,10878,367,telephone,999,0,nonexistent,no,2022-06-22
10880,10879,220,telephone,999,0,nonexistent,no,2022-06-12
10881,10880,15,telephone,999,0,nonexistent,no,2022-06-11
10882,10881,56,telephone,999,0,nonexistent,no,2022-06-15
10883,10882,173,telephone,999,0,nonexistent,no,2022-06-25
10884,10883,97,telephone,999,0,nonexistent,no,2022-06-18
10885,10884,199,telephone,999,0,nonexistent,no,2022-06-25
10886,10885,94,telephone,999,0,nonexistent,no,2022-06-22
10887,10886,15,telephone,999,0,nonexistent,no,2022-06-22
10888,10887,142,telephone,999,0,nonexistent,no,2022-06-30
10889,10888,220,telephone,999,0,nonexistent,no,2022-06-07
10890,10889,417,telephone,999,0,nonexistent,no,2022-06-11
10891,10890,192,telephone,999,0,nonexistent,no,2022-06-07
10892,10891,443,telephone,999,0,nonexistent,no,2022-06-29
10893,10892,115,telephone,999,0,nonexistent,no,2022-06-06
10894,10893,1487,telephone,999,0,nonexistent,no,2022-06-21
10895,10894,68,telephone,999,0,nonexistent,no,2022-06-18
10896,10895,54,telephone,999,0,nonexistent,no,2022-06-26
10897,10896,159,telephone,999,0,nonexistent,no,2022-06-28
10898,10897,335,telephone,999,0,nonexistent,no,2022-06-20
10899,10898,104,telephone,999,0,nonexistent,no,2022-06-25
10900,10899,236,telephone,999,0,nonexistent,no,2022-06-28
10901,10900,300,telephone,999,0,nonexistent,no,2022-06-27
10902,10901,163,telephone,999,0,nonexistent,no,2022-06-12
10903,10902,156,telephone,999,0,nonexistent,no,2022-06-26
10904,10903,103,telephone,999,0,nonexistent,no,2022-06-24
10905,10904,269,telephone,999,0,nonexistent,no,2022-06-29
10906,10905,187,telephone,999,0,nonexistent,no,2022-06-16
10907,10906,41,telephone,999,0,nonexistent,no,2022-06-02
10908,10907,1540,telephone,999,0,nonexistent,yes,2022-06-15
10909,10908,310,telephone,999,0,nonexistent,no,2022-06-16
10910,10909,147,telephone,999,0,nonexistent,no,2022-06-04
10911,10910,129,telephone,999,0,nonexistent,no,2022-06-12
10912,10911,208,telephone,999,0,nonexistent,no,2022-06-05
10913,10912,124,telephone,999,0,nonexistent,no,2022-06-08
10914,10913,67,telephone,999,0,nonexistent,no,2022-06-16
10915,10914,1218,telephone,999,0,nonexistent,no,2022-06-15
10916,10915,362,telephone,999,0,nonexistent,no,2022-06-04
10917,10916,973,telephone,999,0,nonexistent,yes,2022-06-28
10918,10917,36,telephone,999,0,nonexistent,no,2022-06-06
10919,10918,138,telephone,999,0,nonexistent,no,2022-06-26
10920,10919,132,telephone,999,0,nonexistent,no,2022-06-09
10921,10920,1009,telephone,999,0,nonexistent,no,2022-06-19
10922,10921,55,telephone,999,0,nonexistent,no,2022-06-09
10923,10922,105,telephone,999,0,nonexistent,no,2022-06-16
10924,10923,339,telephone,999,0,nonexistent,no,2022-06-29
10925,10924,355,telephone,999,0,nonexistent,no,2022-06-06
10926,10925,466,telephone,999,0,nonexistent,no,2022-06-20
10927,10926,94,telephone,999,0,nonexistent,no,2022-06-12
10928,10927,227,telephone,999,0,nonexistent,no,2022-06-29
10929,10928,65,telephone,999,0,nonexistent,no,2022-06-07
10930,10929,387,telephone,999,0,nonexistent,no,2022-06-20
10931,10930,379,telephone,999,0,nonexistent,no,2022-06-08
10932,10931,401,telephone,999,0,nonexistent,no,2022-06-25
10933,10932,205,telephone,999,0,nonexistent,no,2022-06-30
10934,10933,332,telephone,999,0,nonexistent,no,2022-06-22
10935,10934,567,telephone,999,0,nonexistent,no,2022-06-16
10936,10935,200,telephone,999,0,nonexistent,no,2022-06-17
10937,10936,537,telephone,999,0,nonexistent,yes,2022-06-20
10938,10937,476,telephone,999,0,nonexistent,no,2022-06-21
10939,10938,29,telephone,999,0,nonexistent,no,2022-06-06
10940,10939,290,telephone,999,0,nonexistent,no,2022-06-13
10941,10940,74,telephone,999,0,nonexistent,no,2022-06-26
10942,10941,76,telephone,999,0,nonexistent,no,2022-06-15
10943,10942,26,telephone,999,0,nonexistent,no,2022-06-14
10944,10943,27,telephone,999,0,nonexistent,no,2022-06-30
10945,10944,632,telephone,999,0,nonexistent,no,2022-06-16
10946,10945,316,telephone,999,0,nonexistent,no,2022-06-02
10947,10946,440,telephone,999,0,nonexistent,no,2022-06-07
10948,10947,52,telephone,999,0,nonexistent,no,2022-06-07
10949,10948,59,telephone,999,0,nonexistent,no,2022-06-07
10950,10949,243,telephone,999,0,nonexistent,no,2022-06-05
10951,10950,190,telephone,999,0,nonexistent,no,2022-06-26
10952,10951,81,telephone,999,0,nonexistent,no,2022-06-18
10953,10952,58,telephone,999,0,nonexistent,no,2022-06-19
10954,10953,356,telephone,999,0,nonexistent,no,2022-06-08
10955,10954,320,telephone,999,0,nonexistent,no,2022-06-06
10956,10955,221,telephone,999,0,nonexistent,no,2022-06-07
10957,10956,453,telephone,999,0,nonexistent,no,2022-06-08
10958,10957,345,telephone,999,0,nonexistent,no,2022-06-13
10959,10958,146,telephone,999,0,nonexistent,no,2022-06-05
10960,10959,248,telephone,999,0,nonexistent,no,2022-06-16
10961,10960,324,telephone,999,0,nonexistent,no,2022-06-17
10962,10961,609,telephone,999,0,nonexistent,no,2022-06-03
10963,10962,16,telephone,999,0,nonexistent,no,2022-06-03
10964,10963,392,telephone,999,0,nonexistent,no,2022-06-08
10965,10964,422,telephone,999,0,nonexistent,no,2022-06-17
10966,10965,101,telephone,999,0,nonexistent,no,2022-06-04
10967,10966,577,telephone,999,0,nonexistent,no,2022-06-25
10968,10967,319,telephone,999,0,nonexistent,no,2022-06-11
10969,10968,112,telephone,999,0,nonexistent,no,2022-06-24
10970,10969,308,telephone,999,0,nonexistent,no,2022-06-11
10971,10970,43,telephone,999,0,nonexistent,no,2022-06-06
10972,10971,149,telephone,999,0,nonexistent,no,2022-06-30
10973,10972,36,telephone,999,0,nonexistent,no,2022-06-18
10974,10973,324,telephone,999,0,nonexistent,no,2022-06-27
10975,10974,100,telephone,999,0,nonexistent,no,2022-06-21
10976,10975,209,telephone,999,0,nonexistent,no,2022-06-18
10977,10976,105,telephone,999,0,nonexistent,no,2022-06-24
10978,10977,707,telephone,999,0,nonexistent,yes,2022-06-15
10979,10978,119,telephone,999,0,nonexistent,no,2022-06-15
10980,10979,695,telephone,999,0,nonexistent,yes,2022-06-01
10981,10980,13,telephone,999,0,nonexistent,no,2022-06-01
10982,10981,1255,telephone,999,0,nonexistent,yes,2022-06-01
10983,10982,11,telephone,999,0,nonexistent,no,2022-06-20
10984,10983,255,telephone,999,0,nonexistent,no,2022-06-27
10985,10984,50,telephone,999,0,nonexistent,no,2022-06-28
10986,10985,373,telephone,999,0,nonexistent,no,2022-06-21
10987,10986,18,telephone,999,0,nonexistent,no,2022-06-09
10988,10987,108,telephone,999,0,nonexistent,no,2022-06-01
10989,10988,307,telephone,999,0,nonexistent,no,2022-06-13
10990,10989,142,telephone,999,0,nonexistent,no,2022-06-19
10991,10990,78,telephone,999,0,nonexistent,no,2022-06-05
10992,10991,376,telephone,999,0,nonexistent,no,2022-06-08
10993,10992,155,telephone,999,0,nonexistent,no,2022-06-03
10994,10993,188,telephone,999,0,nonexistent,no,2022-06-12
10995,10994,326,telephone,999,0,nonexistent,no,2022-06-07
10996,10995,443,telephone,999,0,nonexistent,no,2022-06-19
10997,10996,802,telephone,999,0,nonexistent,no,2022-06-26
10998,10997,64,telephone,999,0,nonexistent,no,2022-06-12
10999,10998,36,telephone,999,0,nonexistent,no,2022-06-30
11000,10999,18,telephone,999,0,nonexistent,no,2022-06-05
11001,11000,89,telephone,999,0,nonexistent,no,2022-06-25
11002,11001,359,telephone,999,0,nonexistent,no,2022-06-06
11003,11002,257,telephone,999,0,nonexistent,no,2022-06-24
11004,11003,19,telephone,999,0,nonexistent,no,2022-06-27
11005,11004,404,telephone,999,0,nonexistent,no,2022-06-20
11006,11005,146,telephone,999,0,nonexistent,no,2022-06-16
11007,11006,234,telephone,999,0,nonexistent,no,2022-06-20
11008,11007,13,telephone,999,0,nonexistent,no,2022-06-26
11009,11008,297,telephone,999,0,nonexistent,no,2022-06-06
11010,11009,156,telephone,999,0,nonexistent,no,2022-06-09
11011,11010,636,telephone,999,0,nonexistent,no,2022-06-17
11012,11011,300,telephone,999,0,nonexistent,no,2022-06-16
11013,11012,2093,telephone,999,0,nonexistent,yes,2022-06-07
11014,11013,37,telephone,999,0,nonexistent,no,2022-06-13
11015,11014,61,telephone,999,0,nonexistent,no,2022-06-26
11016,11015,793,telephone,999,0,nonexistent,no,2022-06-27
11017,11016,704,telephone,999,0,nonexistent,yes,2022-06-01
11018,11017,1195,telephone,999,0,nonexistent,no,2022-06-12
11019,11018,61,telephone,999,0,nonexistent,no,2022-06-25
11020,11019,96,telephone,999,0,nonexistent,no,2022-06-26
11021,11020,1066,telephone,999,0,nonexistent,yes,2022-06-04
11022,11021,399,telephone,999,0,nonexistent,no,2022-06-01
11023,11022,140,telephone,999,0,nonexistent,no,2022-06-27
11024,11023,121,telephone,999,0,nonexistent,no,2022-06-22
11025,11024,84,telephone,999,0,nonexistent,no,2022-06-09
11026,11025,87,telephone,999,0,nonexistent,no,2022-06-08
11027,11026,108,telephone,999,0,nonexistent,no,2022-06-19
11028,11027,48,telephone,999,0,nonexistent,no,2022-06-14
11029,11028,129,telephone,999,0,nonexistent,no,2022-06-19
11030,11029,242,telephone,999,0,nonexistent,no,2022-06-02
11031,11030,230,telephone,999,0,nonexistent,no,2022-06-14
11032,11031,37,telephone,999,0,nonexistent,no,2022-06-17
11033,11032,130,telephone,999,0,nonexistent,no,2022-06-01
11034,11033,25,telephone,999,0,nonexistent,no,2022-06-25
11035,11034,57,telephone,999,0,nonexistent,no,2022-06-17
11036,11035,154,telephone,999,0,nonexistent,no,2022-06-10
11037,11036,77,telephone,999,0,nonexistent,no,2022-06-08
11038,11037,127,telephone,999,0,nonexistent,no,2022-06-20
11039,11038,313,telephone,999,0,nonexistent,no,2022-06-25
11040,11039,114,telephone,999,0,nonexistent,no,2022-06-29
11041,11040,119,telephone,999,0,nonexistent,no,2022-06-18
11042,11041,305,telephone,999,0,nonexistent,no,2022-06-03
11043,11042,49,telephone,999,0,nonexistent,no,2022-06-02
11044,11043,429,telephone,999,0,nonexistent,no,2022-06-11
11045,11044,51,telephone,999,0,nonexistent,no,2022-06-21
11046,11045,99,telephone,999,0,nonexistent,no,2022-06-27
11047,11046,771,telephone,999,0,nonexistent,yes,2022-06-19
11048,11047,41,telephone,999,0,nonexistent,no,2022-06-09
11049,11048,378,telephone,999,0,nonexistent,no,2022-06-25
11050,11049,152,telephone,999,0,nonexistent,no,2022-06-10
11051,11050,491,telephone,999,0,nonexistent,no,2022-06-13
11052,11051,203,telephone,999,0,nonexistent,no,2022-06-24
11053,11052,90,telephone,999,0,nonexistent,no,2022-06-15
11054,11053,135,telephone,999,0,nonexistent,no,2022-06-30
11055,11054,626,telephone,999,0,nonexistent,no,2022-06-22
11056,11055,16,telephone,999,0,nonexistent,no,2022-06-20
11057,11056,125,telephone,999,0,nonexistent,no,2022-06-04
11058,11057,120,telephone,999,0,nonexistent,no,2022-06-08
11059,11058,16,telephone,999,0,nonexistent,no,2022-06-27
11060,11059,354,telephone,999,0,nonexistent,no,2022-06-08
11061,11060,507,telephone,999,0,nonexistent,no,2022-06-04
11062,11061,18,telephone,999,0,nonexistent,no,2022-06-28
11063,11062,90,telephone,999,0,nonexistent,no,2022-06-07
11064,11063,140,telephone,999,0,nonexistent,no,2022-06-29
11065,11064,15,telephone,999,0,nonexistent,no,2022-06-23
11066,11065,23,telephone,999,0,nonexistent,no,2022-06-28
11067,11066,113,telephone,999,0,nonexistent,no,2022-06-08
11068,11067,249,telephone,999,0,nonexistent,no,2022-06-09
11069,11068,445,telephone,999,0,nonexistent,no,2022-06-18
11070,11069,82,telephone,999,0,nonexistent,no,2022-06-20
11071,11070,1060,telephone,999,0,nonexistent,yes,2022-06-05
11072,11071,255,telephone,999,0,nonexistent,no,2022-06-02
11073,11072,55,telephone,999,0,nonexistent,no,2022-06-06
11074,11073,521,telephone,999,0,nonexistent,no,2022-06-09
11075,11074,161,telephone,999,0,nonexistent,no,2022-06-26
11076,11075,340,telephone,999,0,nonexistent,no,2022-06-23
11077,11076,40,telephone,999,0,nonexistent,no,2022-06-25
11078,11077,156,telephone,999,0,nonexistent,no,2022-06-26
11079,11078,375,telephone,999,0,nonexistent,no,2022-06-29
11080,11079,43,telephone,999,0,nonexistent,no,2022-06-21
11081,11080,604,telephone,999,0,nonexistent,no,2022-06-06
11082,11081,1574,telephone,999,0,nonexistent,yes,2022-06-11
11083,11082,29,telephone,999,0,nonexistent,no,2022-06-09
11084,11083,102,telephone,999,0,nonexistent,no,2022-06-11
11085,11084,160,telephone,999,0,nonexistent,no,2022-06-16
11086,11085,136,telephone,999,0,nonexistent,no,2022-06-06
11087,11086,82,telephone,999,0,nonexistent,no,2022-06-04
11088,11087,122,telephone,999,0,nonexistent,no,2022-06-29
11089,11088,185,telephone,999,0,nonexistent,no,2022-06-30
11090,11089,147,telephone,999,0,nonexistent,no,2022-06-22
11091,11090,575,telephone,999,0,nonexistent,no,2022-06-02
11092,11091,39,telephone,999,0,nonexistent,no,2022-06-20
11093,11092,675,telephone,999,0,nonexistent,no,2022-06-01
11094,11093,172,telephone,999,0,nonexistent,no,2022-06-18
11095,11094,97,telephone,999,0,nonexistent,no,2022-06-29
11096,11095,394,telephone,999,0,nonexistent,no,2022-06-25
11097,11096,127,telephone,999,0,nonexistent,no,2022-06-20
11098,11097,176,telephone,999,0,nonexistent,no,2022-06-03
11099,11098,37,telephone,999,0,nonexistent,no,2022-06-04
11100,11099,266,telephone,999,0,nonexistent,no,2022-06-22
11101,11100,618,telephone,999,0,nonexistent,yes,2022-06-22
11102,11101,297,telephone,999,0,nonexistent,no,2022-06-19
11103,11102,593,telephone,999,0,nonexistent,no,2022-06-22
11104,11103,446,telephone,999,0,nonexistent,no,2022-06-16
11105,11104,340,telephone,999,0,nonexistent,no,2022-06-20
11106,11105,108,telephone,999,0,nonexistent,no,2022-06-06
11107,11106,638,telephone,999,0,nonexistent,no,2022-06-10
11108,11107,45,telephone,999,0,nonexistent,no,2022-06-22
11109,11108,240,telephone,999,0,nonexistent,no,2022-06-01
11110,11109,70,telephone,999,0,nonexistent,no,2022-06-15
11111,11110,64,telephone,999,0,nonexistent,no,2022-06-19
11112,11111,139,telephone,999,0,nonexistent,no,2022-06-15
11113,11112,820,telephone,999,0,nonexistent,no,2022-06-05
11114,11113,149,telephone,999,0,nonexistent,no,2022-06-09
11115,11114,348,telephone,999,0,nonexistent,no,2022-06-14
11116,11115,71,telephone,999,0,nonexistent,no,2022-06-23
11117,11116,168,telephone,999,0,nonexistent,no,2022-06-06
11118,11117,573,telephone,999,0,nonexistent,no,2022-06-26
11119,11118,209,telephone,999,0,nonexistent,no,2022-06-15
11120,11119,446,telephone,999,0,nonexistent,no,2022-06-01
11121,11120,111,telephone,999,0,nonexistent,no,2022-06-21
11122,11121,34,telephone,999,0,nonexistent,no,2022-06-04
11123,11122,197,telephone,999,0,nonexistent,no,2022-06-23
11124,11123,1224,telephone,999,0,nonexistent,yes,2022-06-01
11125,11124,144,telephone,999,0,nonexistent,no,2022-06-08
11126,11125,75,telephone,999,0,nonexistent,no,2022-06-09
11127,11126,430,telephone,999,0,nonexistent,no,2022-06-28
11128,11127,32,telephone,999,0,nonexistent,no,2022-06-08
11129,11128,268,telephone,999,0,nonexistent,no,2022-06-19
11130,11129,73,telephone,999,0,nonexistent,no,2022-06-06
11131,11130,203,telephone,999,0,nonexistent,no,2022-06-26
11132,11131,252,telephone,999,0,nonexistent,no,2022-06-12
11133,11132,188,telephone,999,0,nonexistent,no,2022-06-23
